,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
441,Antonio Candreva\Antonio-Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,0.23,1.95,0.63,32.6,1.94,0.63,0.12,0.36,21.5,0.00,0.00,0.00,0.11,0.11,0.06,0.12,0.12,Matches
442,Gianmarco Cangiano\Gianmarco-Cangiano,it ITA,FWMF,Bologna,it Serie A,17,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
443,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,eng Premier League,21,1998,27.7,0.22,1.52,0.58,38.1,1.52,0.58,0.14,0.38,15.7,0.00,0.00,0.00,0.21,0.21,0.14,0.01,0.01,Matches
444,Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,0.09,0.53,0.22,41.2,0.53,0.22,0.18,0.43,21.0,0.00,0.00,0.00,0.03,0.03,0.07,0.06,0.06,Matches
445,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFDF,Angers,fr Ligue 1,32,1987,19.4,0.05,1.80,0.57,31.4,1.80,0.57,0.03,0.09,19.1,0.00,0.00,0.00,0.10,0.10,0.06,-0.05,-0.05,Matches
446,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,0.00,0.65,0.03,5.3,0.65,0.03,0.00,0.00,26.6,0.07,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
447,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,26,1993,7.4,0.41,3.24,1.08,33.3,3.24,1.08,0.13,0.38,18.9,0.41,0.00,0.00,0.26,0.26,0.08,0.15,0.15,Matches
448,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Parma,it Serie A,26,1993,6.5,0.31,2.31,0.92,40.0,2.29,0.92,0.07,0.17,18.0,0.00,0.15,0.15,0.38,0.26,0.11,-0.08,-0.11,Matches
449,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,0.64,2.21,1.01,45.8,2.21,1.01,0.26,0.58,13.0,0.00,0.06,0.06,0.48,0.44,0.20,0.16,0.15,Matches
450,Maxence Caqueret\Maxence-Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,0.00,0.63,0.32,50.0,0.63,0.32,0.00,0.00,21.7,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
451,Andrea Carboni\Andrea-Carboni,it ITA,DFMF,Cagliari,it Serie A,18,2001,4.1,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,26.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
452,Irvin Cardona\Irvin-Cardona,fr FRA,FWMF,Brest,fr Ligue 1,21,1997,16.1,0.37,3.11,0.87,28.0,3.10,0.87,0.12,0.43,15.7,0.00,0.00,0.00,0.39,0.39,0.13,-0.01,-0.01,Matches
453,Marc Cardona\Marc-Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,0.13,1.67,0.51,30.8,1.66,0.51,0.08,0.25,15.7,0.00,0.00,0.00,0.24,0.24,0.14,-0.12,-0.12,Matches
454,Diego Carlos\Diego-Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,0.06,0.57,0.06,10.0,0.57,0.06,0.10,1.00,12.4,0.00,0.00,0.00,0.06,0.06,0.10,0.00,0.00,Matches
455,Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,0.00,0.35,0.00,0.0,0.35,0.00,0.00,,26.2,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
456,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,25,1993,7.0,0.14,2.43,0.86,35.3,2.42,0.86,0.06,0.17,19.5,0.14,0.00,0.00,0.24,0.24,0.10,-0.10,-0.10,Matches
457,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,19.7,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
458,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,0.07,2.59,0.89,34.3,2.60,0.89,0.03,0.08,10.5,0.00,0.00,0.00,0.36,0.35,0.14,-0.29,-0.27,Matches
459,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7.0,0.00,2.14,0.43,20.0,2.14,0.43,0.00,0.00,13.8,0.00,0.00,0.00,0.13,0.13,0.06,-0.13,-0.13,Matches
460,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,0.03,0.66,0.30,45.0,0.66,0.30,0.05,0.11,19.4,0.00,0.00,0.00,0.09,0.09,0.14,-0.06,-0.06,Matches
461,Matis Carvalho\Matis-Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
462,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,0.00,0.61,0.20,33.3,0.61,0.20,0.00,0.00,21.1,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
463,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,0.12,1.28,0.35,27.3,1.28,0.35,0.09,0.33,21.4,0.09,0.00,0.00,0.10,0.10,0.08,0.01,0.01,Matches
464,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,0.00,0.45,0.00,0.0,0.46,0.00,0.00,,24.2,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
465,Francesco Cassata\Francesco-Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,0.12,0.80,0.49,61.5,0.80,0.49,0.15,0.25,21.1,0.00,0.00,0.00,0.08,0.08,0.10,0.04,0.04,Matches
466,Timothy Castagne\Timothy-Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,0.05,0.86,0.20,23.5,0.86,0.20,0.06,0.25,13.5,0.00,0.00,0.00,0.08,0.08,0.11,-0.03,-0.03,Matches
467,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
468,Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,0.05,0.15,0.05,33.3,0.15,0.05,0.33,1.00,6.0,0.00,0.00,0.00,0.03,0.03,0.19,0.02,0.02,Matches
469,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,Milan,it Serie A,24,1995,13.4,0.15,2.31,0.60,25.8,2.31,0.60,0.06,0.25,16.9,0.00,0.00,0.00,0.22,0.22,0.10,-0.07,-0.07,Matches
470,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,0.06,0.53,0.16,29.4,0.53,0.16,0.12,0.40,17.9,0.00,0.00,0.00,0.04,0.04,0.08,0.02,0.02,Matches
471,Lucas Castro\Lucas-Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,0.00,2.13,0.43,20.0,2.12,0.42,0.00,0.00,21.8,0.00,0.00,0.00,0.13,0.13,0.06,-0.13,-0.13,Matches
472,Lucas Castro\Lucas-Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,0.30,2.09,0.45,21.4,2.08,0.45,0.14,0.67,20.8,0.00,0.00,0.00,0.12,0.12,0.06,0.18,0.18,Matches
473,Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,0.10,1.62,0.37,22.9,1.62,0.37,0.06,0.27,18.2,0.03,0.00,0.00,0.10,0.10,0.06,-0.00,-0.00,Matches
474,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,0.15,1.36,0.15,11.1,1.37,0.15,0.11,1.00,33.6,0.30,0.00,0.00,0.08,0.08,0.06,0.08,0.08,Matches
475,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,0.00,0.07,0.04,50.0,0.07,0.04,0.00,0.00,8.0,0.00,0.00,0.00,0.01,0.01,0.15,-0.01,-0.01,Matches
476,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,0.60,4.18,1.49,35.7,4.17,1.49,0.11,0.30,10.2,0.15,0.15,0.15,1.13,1.03,0.25,-0.54,-0.58,Matches
477,Santi Cazorla\Santi-Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,0.40,1.43,0.51,35.9,1.43,0.51,0.08,0.21,23.9,0.00,0.29,0.29,0.31,0.09,0.06,0.09,0.02,Matches
478,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,0.00,0.69,0.16,23.1,0.69,0.16,0.00,0.00,21.6,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
479,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,14.3,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
480,Christian Celesia\Christian-Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
481,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,0.00,0.22,0.04,20.0,0.22,0.04,0.00,0.00,18.5,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
482,Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,0.00,0.32,0.11,33.3,0.32,0.11,0.00,0.00,23.9,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
483,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,0.14,0.36,0.14,40.0,0.36,0.14,0.40,1.00,13.3,0.00,0.00,0.00,0.03,0.03,0.09,0.12,0.12,Matches
484,Alberto Cerri\Alberto-Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,0.21,2.13,0.85,40.0,2.14,0.86,0.10,0.25,15.3,0.00,0.00,0.00,0.26,0.26,0.12,-0.04,-0.04,Matches
485,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,0.37,2.59,1.11,42.9,2.58,1.11,0.14,0.33,16.6,0.00,0.00,0.00,0.22,0.22,0.09,0.15,0.15,Matches
486,Julian Chabot\Julian-Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,0.16,0.16,0.16,100.0,0.16,0.16,1.00,1.00,7.0,0.00,0.00,0.00,0.02,0.02,0.07,0.14,0.14,Matches
487,Florian Chabrolle\Florian-Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
488,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,0.00,0.41,0.00,0.0,0.41,0.00,0.00,,26.6,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
489,Sofian Chakla\Sofian-Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,13.0,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
490,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,0.00,0.87,0.00,0.0,0.87,0.00,0.00,,21.6,0.19,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
491,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,0.08,0.98,0.16,16.7,0.98,0.16,0.08,0.50,11.6,0.00,0.00,0.00,0.06,0.06,0.06,0.02,0.02,Matches
492,Jhon Chancellor\Jhon-Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,0.12,0.52,0.12,23.1,0.52,0.12,0.23,1.00,7.6,0.00,0.00,0.00,0.08,0.08,0.15,0.04,0.04,Matches
493,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,29,1990,13.6,0.37,1.40,0.59,42.1,1.40,0.59,0.26,0.63,13.8,0.00,0.00,0.00,0.13,0.13,0.09,0.24,0.24,Matches
494,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,25,1994,7.5,0.27,2.00,0.80,40.0,2.00,0.80,0.13,0.33,18.8,0.00,0.00,0.00,0.25,0.25,0.12,0.01,0.01,Matches
495,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FWMF,Brest,fr Ligue 1,30,1988,22.9,0.17,2.10,0.61,29.2,2.09,0.61,0.08,0.29,18.2,0.00,0.00,0.09,0.28,0.22,0.10,-0.11,-0.04,Matches
496,Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,21.3,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
497,Charles\Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,0.41,1.59,0.62,39.1,1.59,0.62,0.22,0.56,14.1,0.00,0.07,0.14,0.31,0.21,0.13,0.10,0.14,Matches
498,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,0.04,0.79,0.13,15.8,0.80,0.13,0.05,0.33,21.1,0.00,0.00,0.00,0.03,0.03,0.04,0.01,0.01,Matches
499,Pablo Chavarría\Pablo-Chavarria,ar ARG,FWMF,Mallorca,es La Liga,31,1988,2.3,0.00,2.17,0.00,0.0,2.15,0.00,0.00,,12.1,0.00,0.00,0.00,0.22,0.22,0.11,-0.22,-0.22,Matches
500,Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,0.00,0.37,0.09,25.0,0.37,0.09,0.00,0.00,9.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
501,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,0.00,0.30,0.00,0.0,0.30,0.00,0.00,,15.5,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
502,Chema\Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,0.00,0.88,0.00,0.0,0.87,0.00,0.00,,12.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
503,Rayan Cherki\Rayan-Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,15,2003,1.6,0.00,1.88,1.25,66.7,1.89,1.26,0.00,0.00,23.7,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,Matches
504,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,28,1990,10.3,0.10,2.04,0.68,33.3,2.04,0.68,0.05,0.14,19.3,0.00,0.00,0.00,0.28,0.28,0.14,-0.18,-0.18,Matches
505,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,0.45,0.45,0.45,100.0,0.45,0.45,1.00,1.00,7.0,0.00,0.00,0.00,0.09,0.09,0.23,0.36,0.36,Matches
506,Federico Chiesa\Federico-Chiesa,it ITA,FWDF,Fiorentina,it Serie A,21,1997,29.3,0.38,3.72,1.37,36.7,3.72,1.37,0.09,0.25,18.0,0.07,0.03,0.07,0.39,0.33,0.09,-0.01,0.01,Matches
507,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,0.11,0.57,0.23,40.0,0.57,0.23,0.20,0.50,18.1,0.00,0.00,0.00,0.04,0.04,0.07,0.08,0.08,Matches
508,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,7.1,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
509,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,eng Premier League,19,1999,0.4,0.00,2.50,0.00,0.0,2.43,0.00,0.00,,12.8,0.00,0.00,0.00,0.25,0.25,0.06,-0.25,-0.25,Matches
510,Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,0.00,0.79,0.14,18.2,0.79,0.14,0.00,0.00,29.7,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
511,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,0.10,0.71,0.20,28.6,0.71,0.20,0.14,0.50,16.1,0.00,0.00,0.00,0.05,0.05,0.07,0.05,0.05,Matches
512,Mounir Chouiar\Mounir-Chouiar,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,16.7,0.24,2.28,1.02,44.7,2.27,1.02,0.11,0.24,17.2,0.36,0.00,0.00,0.23,0.23,0.10,0.01,0.01,Matches
513,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,0.00,0.36,0.10,28.6,0.36,0.10,0.00,0.00,11.2,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
514,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,20,1999,22.8,0.13,2.19,0.48,22.0,2.20,0.48,0.06,0.27,17.8,0.00,0.00,0.00,0.16,0.16,0.07,-0.03,-0.03,Matches
515,Darko Churlinov\Darko-Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
516,Churripi\Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
517,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,0.00,0.39,0.06,14.3,0.39,0.06,0.00,0.00,23.4,0.11,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
518,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,0.00,0.06,0.00,0.0,0.06,0.00,0.00,,16.5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
519,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
520,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,0.00,0.46,0.08,18.2,0.46,0.08,0.00,0.00,16.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
521,Ibrahim Cissé\Ibrahim-Cisse,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
522,Ibrahim Cissé\Ibrahim-Cisse,ci CIV,DFFW,Nice,fr Ligue 1,20,1999,0.6,0.00,1.67,1.67,100.0,1.80,1.80,0.00,0.00,7.0,0.00,0.00,0.00,0.33,0.33,0.16,-0.33,-0.33,Matches
523,Andrea Cistana\Andrea-Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,0.05,0.29,0.10,33.3,0.29,0.10,0.17,0.50,10.8,0.00,0.00,0.00,0.02,0.02,0.07,0.03,0.03,Matches
524,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,0.15,0.45,0.30,66.7,0.46,0.30,0.33,0.50,8.2,0.00,0.00,0.00,0.10,0.10,0.22,0.05,0.05,Matches
525,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,eng Premier League,34,1985,0.4,0.00,2.50,0.00,0.0,2.57,0.00,0.00,,9.0,0.00,0.00,0.00,0.75,0.75,0.33,-0.75,-0.75,Matches
526,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,21,1998,18.1,0.06,2.10,0.61,28.9,2.10,0.61,0.03,0.09,17.3,0.00,0.00,0.00,0.17,0.17,0.08,-0.11,-0.11,Matches
527,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,27,1991,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
528,Óscar Clemente\Oscar-Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
529,Yannis Clementia\Yannis-Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
530,Denilho Cleonise\Denilho-Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,0.00,2.00,0.00,0.0,1.91,0.00,0.00,,10.6,0.00,0.00,0.00,0.60,0.60,0.27,-0.60,-0.60,Matches
531,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,0.00,0.20,0.10,50.0,0.19,0.10,0.00,0.00,21.1,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
532,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,0.09,1.57,0.46,29.4,1.58,0.46,0.06,0.20,16.9,0.00,0.00,0.00,0.15,0.15,0.09,-0.06,-0.06,Matches
533,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
534,Marcus Coco\Marcus-Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
535,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,0.12,0.94,0.47,50.0,0.94,0.47,0.13,0.25,20.2,0.12,0.00,0.00,0.05,0.05,0.05,0.07,0.07,Matches
536,Coke\Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,0.09,0.73,0.18,25.0,0.73,0.18,0.13,0.50,12.4,0.00,0.00,0.00,0.05,0.05,0.07,0.04,0.04,Matches
537,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,0.00,0.39,0.15,37.5,0.39,0.15,0.00,0.00,16.3,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
538,Álex Collado\Alex-Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
539,Ebrima Colley\Ebrima-Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,0.00,5.56,2.22,40.0,5.49,2.20,0.00,0.00,17.9,0.00,0.00,0.00,0.44,0.44,0.09,-0.44,-0.44,Matches
540,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,0.00,0.75,0.16,21.7,0.75,0.16,0.00,0.00,9.9,0.00,0.00,0.00,0.09,0.09,0.13,-0.09,-0.09,Matches
541,Jamilu Collins\Jamilu-Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,0.03,0.57,0.03,5.9,0.57,0.03,0.06,1.00,26.6,0.03,0.00,0.03,0.06,0.03,0.06,-0.02,0.00,Matches
542,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
543,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
544,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,0.14,0.83,0.56,66.7,0.83,0.55,0.17,0.25,8.4,0.00,0.00,0.00,0.18,0.18,0.22,-0.04,-0.04,Matches
545,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23,1996,16.7,0.24,2.22,0.90,40.5,2.21,0.90,0.11,0.27,17.3,0.00,0.00,0.00,0.25,0.25,0.11,-0.01,-0.01,Matches
546,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,0.00,0.37,0.09,25.0,0.37,0.09,0.00,0.00,9.8,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,Matches
547,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,0.21,2.71,0.93,34.2,2.72,0.93,0.08,0.23,15.9,0.00,0.00,0.00,0.23,0.23,0.08,-0.01,-0.01,Matches
548,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
549,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,0.00,0.05,0.00,0.0,0.05,0.00,0.00,,26.0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
550,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,0.00,0.60,0.13,22.2,0.60,0.13,0.00,0.00,23.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
551,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,0.04,0.48,0.07,15.4,0.48,0.07,0.08,0.50,12.1,0.00,0.00,0.00,0.03,0.03,0.06,0.01,0.01,Matches
552,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,0.00,0.47,0.05,10.0,0.47,0.05,0.00,0.00,17.4,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
553,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
