,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
932,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,11.7,16.0,73.3,179.0,23.6,6.81,8.51,80.0,2.98,4.57,65.1,1.06,1.60,66.7,0.21,0.09,0.13,0.53,0.64,0.11,0.11,0.74,Matches
933,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,17.8,28.8,61.8,540.8,349.7,4.02,4.08,98.6,7.71,7.77,99.3,6.09,17.0,35.9,0.00,0.02,-0.02,0.06,0.34,0.00,0.00,0.00,Matches
934,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,33.3,44.7,74.6,518.7,122.7,18.7,21.3,87.5,12.0,14.0,85.7,2.00,6.67,30.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,2.67,Matches
935,Yann Gboho\Yann-Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,15.2,20.8,73.1,210.0,51.2,11.2,13.2,84.8,4.00,5.20,76.9,0.00,0.40,0.0,0.40,0.08,0.32,1.60,0.40,1.20,0.00,2.40,Matches
936,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,19.1,24.6,77.7,496.6,290.1,5.00,5.00,100.0,9.00,9.13,98.6,5.11,10.3,49.4,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,Matches
937,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,41.4,49.5,83.6,715.5,280.4,19.0,21.4,88.7,17.5,20.3,86.2,4.11,6.00,68.5,0.07,0.06,0.02,0.67,2.59,0.81,0.33,3.78,Matches
938,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,41.0,49.3,83.1,792.9,213.9,16.1,18.2,88.6,17.8,19.7,90.3,6.43,9.76,65.9,0.24,0.16,0.08,2.14,2.94,0.95,0.16,4.60,Matches
939,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,22,1997,10.3,45.8,51.7,88.6,1118.4,362.4,9.71,11.1,87.7,24.1,25.4,94.7,11.7,14.4,81.1,0.00,0.00,0.00,0.19,3.40,0.10,0.00,2.91,Matches
940,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,27.9,38.2,73.0,480.2,142.4,13.1,16.0,81.6,11.1,14.0,78.9,3.03,5.76,52.6,0.07,0.08,-0.01,0.92,3.54,0.92,0.22,3.47,Matches
941,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,32.8,42.4,77.4,601.8,153.7,13.8,17.5,78.9,14.7,17.5,83.9,3.59,5.76,62.3,0.00,0.02,-0.02,0.54,2.93,0.76,0.00,4.57,Matches
942,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,22.0,29.3,75.0,331.5,68.2,12.6,15.5,81.1,6.80,8.67,78.5,1.40,2.53,55.3,0.27,0.11,0.16,0.73,1.20,0.67,0.40,1.47,Matches
943,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,25.2,16.0,20.3,78.5,248.1,58.7,8.53,10.5,81.1,6.59,7.78,84.7,0.60,0.99,60.0,0.16,0.09,0.07,0.83,0.71,1.31,0.00,2.42,Matches
944,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,24,1995,22.8,17.6,27.0,65.4,299.0,85.7,9.65,11.9,81.2,5.04,7.94,63.5,2.28,4.69,48.6,0.18,0.12,0.05,1.40,0.66,0.96,0.66,1.89,Matches
945,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,MFFW,Fiorentina,it Serie A,27,1992,9.2,44.1,53.8,82.0,805.4,203.0,22.1,25.3,87.1,15.5,18.2,85.6,5.54,8.37,66.2,0.00,0.17,-0.17,1.85,3.04,1.30,0.43,4.24,Matches
946,Andrea Ghezzi\Andrea-Ghezzi,it ITA,MF,Brescia,it Serie A,18,2001,0.4,15.0,25.0,60.0,242.5,42.5,7.50,10.0,75.0,7.50,10.0,75.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,Matches
947,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,33.7,47.1,71.4,625.0,277.9,15.3,17.4,88.0,14.1,18.2,77.3,3.93,8.80,44.6,0.26,0.10,0.16,1.15,2.67,1.78,1.26,4.14,Matches
948,Andrea Ghion\Andrea-Ghion,it ITA,MFFW,Sassuolo,it Serie A,19,2000,0.5,96.0,98.0,98.0,1424.0,316.0,56.0,58.0,96.6,36.0,36.0,100.0,4.00,4.00,100.0,0.00,0.20,-0.20,6.00,4.00,0.00,0.00,6.00,Matches
949,Saman Ghoddos\Saman-Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,28.1,36.9,76.0,553.8,195.4,13.8,16.2,85.7,8.46,10.8,78.6,5.00,8.85,56.5,0.00,0.38,-0.38,2.31,2.31,0.00,0.00,5.00,Matches
950,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,4.2,57.1,71.4,80.0,991.2,324.0,25.2,27.9,90.6,24.5,29.5,83.1,5.71,12.1,47.1,0.24,0.24,0.00,1.90,3.10,1.19,0.71,4.76,Matches
951,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,19,2000,1.4,47.1,58.6,80.5,828.6,208.6,19.3,22.1,87.1,23.6,27.1,86.8,4.29,8.57,50.0,0.00,0.07,-0.07,2.14,3.57,2.14,0.71,5.00,Matches
952,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,37.5,49.6,75.6,841.2,348.1,9.78,11.9,82.1,19.8,23.4,84.4,7.60,12.8,59.2,0.04,0.07,-0.03,1.09,2.79,1.22,0.57,4.19,Matches
953,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,26.0,41.1,63.2,1092.9,818.7,1.45,1.58,92.3,8.36,8.55,97.9,16.1,30.9,52.2,0.00,0.01,-0.01,0.06,1.88,0.03,0.00,0.03,Matches
954,José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil,es ESP,DF,Granada,es La Liga,26,1993,13.2,27.7,37.0,75.0,692.3,219.5,5.00,6.14,81.5,14.5,17.8,81.7,8.03,12.0,67.1,0.08,0.00,0.08,0.00,1.89,0.15,0.00,2.50,Matches
955,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,18,2001,2.2,68.6,76.8,89.3,1314.5,274.5,30.0,34.1,88.0,26.4,29.1,90.6,10.0,11.4,88.0,0.00,0.05,-0.05,1.82,2.73,0.00,0.00,3.64,Matches
956,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,8.5,15.5,23.4,66.3,248.0,43.3,8.59,12.0,71.6,4.82,7.41,65.1,1.41,2.35,60.0,0.12,0.16,-0.05,0.82,1.41,0.35,0.00,1.18,Matches
957,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,25,1994,30.9,59.9,69.8,85.9,1355.7,472.1,14.7,16.1,91.7,33.8,36.0,94.0,11.1,17.0,65.3,0.03,0.04,-0.01,0.19,3.92,0.32,0.00,4.92,Matches
958,Andrei Girotto\Andrei-Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,24.2,42.3,48.7,86.9,869.8,299.7,12.5,13.8,90.4,23.3,25.2,92.3,5.95,8.64,68.9,0.00,0.02,-0.02,0.12,1.86,0.17,0.08,2.27,Matches
959,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,11.0,18.8,27.8,67.6,228.8,26.8,13.2,18.1,72.9,3.91,6.09,64.2,0.55,1.00,54.5,0.00,0.11,-0.11,0.64,0.73,0.36,0.00,0.55,Matches
960,Klaus Gjasula\Klaus-Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,25.3,35.5,45.6,77.8,804.2,231.5,11.2,13.8,81.4,16.0,19.0,84.0,8.02,11.2,71.5,0.04,0.06,-0.02,1.07,4.35,0.24,0.00,4.39,Matches
961,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23.0,42.1,47.0,89.6,969.3,235.9,8.35,8.91,93.7,25.6,26.7,95.8,8.04,11.0,72.8,0.00,0.00,0.00,0.04,0.87,0.04,0.00,1.30,Matches
962,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,24,1995,24.4,36.2,46.2,78.3,568.6,132.1,20.0,23.6,84.9,13.6,16.4,83.3,2.09,3.93,53.1,0.41,0.40,0.01,1.93,1.72,1.89,0.29,3.52,Matches
963,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,14.2,39.6,43.0,92.1,880.8,227.0,8.31,9.08,91.5,25.3,26.2,96.5,6.06,7.54,80.4,0.07,0.05,0.02,0.21,1.69,0.07,0.00,1.27,Matches
964,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,25,1993,12.6,52.8,57.6,91.6,932.9,197.5,23.6,24.7,95.5,22.1,23.6,93.9,6.03,7.54,80.0,0.00,0.03,-0.03,0.48,3.97,0.16,0.00,3.41,Matches
965,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,29.4,48.1,54.6,88.0,1026.9,292.4,15.4,16.6,92.8,24.4,25.9,94.3,7.96,11.3,70.7,0.00,0.00,-0.00,0.10,2.59,0.07,0.00,2.07,Matches
966,Diego Godín\Diego-Godin,uy URU,DF,Inter,it Serie A,33,1986,18.1,51.7,60.3,85.7,1074.1,347.9,17.4,18.7,92.9,24.5,27.2,90.0,9.06,12.5,72.2,0.06,0.05,0.01,0.55,5.19,0.61,0.17,3.87,Matches
967,Akaki Gogia\Akaki-Gogia,de GER,MFFW,Union Berlin,de Bundesliga,27,1992,1.3,21.5,33.1,65.1,393.8,127.7,8.46,13.8,61.1,10.8,11.5,93.3,2.31,4.62,50.0,0.00,0.23,-0.23,2.31,0.00,0.77,0.77,3.08,Matches
968,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,17.5,32.0,54.7,726.5,545.0,1.50,1.50,100.0,5.50,6.00,91.7,10.5,24.5,42.9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
969,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,8.7,37.4,48.9,76.5,862.4,378.9,10.3,12.4,83.3,17.7,21.0,84.2,8.85,14.4,61.6,0.00,0.02,-0.02,0.46,4.48,0.92,0.34,4.02,Matches
970,Benjamin Goller\Benjamin-Goller,de GER,FWMF,Werder Bremen,de Bundesliga,20,1999,3.2,18.1,27.2,66.7,231.6,57.5,12.5,15.6,80.0,3.75,4.69,80.0,0.94,3.44,27.3,0.00,0.03,-0.03,0.63,0.94,0.00,0.00,0.94,Matches
971,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,32.0,22.7,30.3,74.9,739.3,435.7,2.91,2.91,100.0,9.34,9.47,98.7,10.3,17.8,58.1,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,Matches
972,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,38.0,49.7,76.6,704.2,206.7,18.6,21.1,88.0,12.7,15.4,82.2,5.94,10.8,55.1,0.17,0.20,-0.02,1.97,4.06,1.22,0.04,4.59,Matches
973,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,26,1993,16.2,44.4,53.0,83.7,1010.7,258.8,13.1,14.9,88.4,21.4,23.7,90.4,9.38,13.2,71.0,0.06,0.06,0.01,0.74,5.56,0.68,0.19,4.69,Matches
974,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,0.2,55.0,65.0,84.6,1175.0,415.0,15.0,20.0,75.0,20.0,25.0,80.0,15.0,15.0,100.0,0.00,0.50,-0.50,10.0,5.00,10.0,0.00,15.0,Matches
975,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,29,1989,7.7,26.2,41.4,63.3,439.7,161.7,14.0,16.0,87.8,8.18,11.3,72.4,3.12,11.6,27.0,0.00,0.19,-0.19,2.08,1.17,0.78,0.65,1.95,Matches
976,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,22.3,78.2,87.9,88.9,1765.4,469.0,18.5,20.6,89.6,43.3,45.8,94.5,15.8,20.4,77.4,0.00,0.01,-0.01,0.22,5.83,0.49,0.09,4.13,Matches
977,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,22,1996,23.8,10.7,16.5,64.9,186.1,37.9,5.67,7.69,73.8,3.45,5.63,61.2,1.26,2.18,57.7,0.08,0.09,-0.01,0.46,0.88,0.50,0.08,1.26,Matches
978,Moi Gómez\Moi-Gomez,es ESP,FWMF,Villarreal,es La Liga,25,1994,25.8,35.7,44.0,81.1,617.1,149.1,17.8,19.8,90.2,13.2,15.1,87.4,3.80,6.71,56.6,0.16,0.12,0.04,0.89,2.17,1.32,0.62,3.06,Matches
979,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,31,1988,31.6,50.6,63.7,79.4,943.8,279.3,21.4,23.6,90.4,21.8,26.0,83.7,6.27,11.6,54.2,0.51,0.33,0.18,3.35,4.72,3.32,0.73,6.90,Matches
980,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,27,1992,8.0,54.3,60.8,89.3,1240.5,326.1,13.3,14.5,91.4,28.6,30.3,94.6,12.1,15.4,78.9,0.00,0.01,-0.01,0.25,2.00,0.00,0.00,1.50,Matches
981,Alfred Gomis\Alfred-Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,28.8,40.6,70.9,949.3,637.6,4.39,4.39,100.0,12.1,12.1,99.5,12.3,24.0,51.2,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,Matches
982,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,28.9,34.7,83.2,644.0,165.3,8.26,9.58,86.3,13.5,15.5,86.9,6.71,8.62,77.8,0.00,0.03,-0.03,0.30,3.29,0.30,0.00,2.87,Matches
983,Mathieu Goncalves\Mathieu-Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,3.5,31.1,40.3,77.3,597.1,216.6,13.1,14.6,90.2,14.3,16.6,86.2,3.43,7.71,44.4,0.00,0.00,0.00,0.00,1.14,0.00,0.00,1.71,Matches
984,Jérôme Gondorf\Jerome-Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,1.3,23.1,30.0,76.9,390.0,103.1,10.0,12.3,81.3,11.5,14.6,78.9,1.54,3.08,50.0,0.00,0.00,0.00,0.77,1.54,2.31,0.00,4.62,Matches
985,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Marseille,fr Ligue 1,29,1990,18.1,41.6,46.9,88.7,901.8,270.1,12.5,12.9,97.0,21.0,22.4,93.8,8.01,11.2,71.4,0.00,0.03,-0.03,0.17,2.27,0.11,0.00,1.93,Matches
986,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,29,1990,2.0,25.5,30.5,83.6,625.5,176.0,5.50,6.50,84.6,12.0,12.0,100.0,7.50,11.0,68.2,0.00,0.00,0.00,0.50,4.00,0.00,0.00,2.00,Matches
987,Bruno González\Bruno-Gonzalez,es ESP,DF,Levante,es La Liga,29,1990,5.1,33.3,39.4,84.6,811.0,214.3,8.24,9.41,87.5,17.3,18.4,93.6,7.45,10.6,70.4,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.78,Matches
988,Édgar González\Edgar-Gonzalez,es ESP,MF,Betis,es La Liga,22,1997,7.6,40.8,45.7,89.3,808.6,153.7,13.6,14.5,93.6,20.8,21.8,95.2,6.18,7.89,78.3,0.00,0.00,0.00,0.00,1.18,0.00,0.00,1.84,Matches
989,Gonzalo\Gonzalo,es ESP,DF,Levante,es La Liga,22,1997,0.1,50.0,50.0,100.0,1170.0,90.0,10.0,10.0,100.0,30.0,30.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
990,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,eng Premier League,18,2001,4.9,19.6,25.3,77.4,351.8,92.7,9.18,10.8,84.9,8.37,10.2,82.0,2.04,3.67,55.6,0.20,0.08,0.12,1.22,1.22,0.20,0.00,1.22,Matches
991,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,24,1995,16.8,47.6,55.0,86.5,880.7,177.1,20.0,22.4,89.4,19.9,22.1,90.3,6.49,7.68,84.5,0.30,0.18,0.12,1.13,4.40,1.43,0.06,4.58,Matches
992,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,22,1996,7.9,43.4,56.5,76.9,736.6,255.2,20.4,23.9,85.2,18.7,23.7,79.1,3.67,6.71,54.7,0.00,0.05,-0.05,0.63,3.29,0.89,0.38,2.78,Matches
993,Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,it Serie A,25,1994,29.1,40.5,51.6,78.4,655.3,252.7,22.9,25.5,89.6,13.8,17.8,77.6,3.20,6.22,51.4,0.24,0.12,0.12,1.24,2.68,1.62,0.52,5.15,Matches
994,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,eng Premier League,29,1990,14.0,28.9,36.4,79.4,475.2,116.0,14.0,16.4,85.6,11.5,13.4,86.1,2.43,4.07,59.6,0.07,0.07,0.00,0.71,2.36,0.50,0.14,2.86,Matches
995,Mario Götze\Mario-Gotze,de GER,FW,Dortmund,de Bundesliga,27,1992,5.8,41.0,48.8,84.1,536.4,129.0,28.8,32.4,88.8,8.62,10.2,84.7,1.38,2.76,50.0,0.00,0.24,-0.24,2.07,2.24,1.55,0.52,2.76,Matches
996,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,25,1993,3.0,28.7,33.0,86.9,689.7,214.3,4.33,4.33,100.0,17.0,17.7,96.2,7.00,10.3,67.7,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.67,Matches
997,Amine Gouiri\Amine-Gouiri,fr FRA,FW,Lyon,fr Ligue 1,19,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
998,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,28,1991,18.3,31.6,41.3,76.6,769.7,297.4,8.14,9.23,88.2,15.2,16.7,91.1,8.03,14.4,55.7,0.05,0.02,0.04,0.22,1.91,0.27,0.00,2.13,Matches
999,Max Gradel\Max-Gradel,ci CIV,MFFW,Toulouse,fr Ligue 1,31,1987,18.2,21.5,32.6,65.8,326.5,122.6,12.3,14.9,82.3,7.36,11.2,65.7,1.32,4.51,29.3,0.11,0.11,0.00,1.15,1.04,1.21,0.22,2.97,Matches
1000,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Brest,fr Ligue 1,22,1996,16.6,23.6,32.3,72.8,362.2,88.6,13.5,16.0,84.5,7.11,9.28,76.6,1.99,4.40,45.2,0.06,0.09,-0.03,1.20,1.87,0.78,0.36,1.99,Matches
1001,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,es La Liga,32,1987,5.3,30.4,42.3,71.9,561.3,157.5,13.4,16.0,83.5,11.7,15.3,76.5,4.53,9.25,49.0,0.00,0.09,-0.09,2.08,2.83,0.19,0.00,2.45,Matches
1002,Alberto Grassi\Alberto-Grassi,it ITA,MF,Parma,it Serie A,24,1995,7.1,30.6,36.1,84.8,537.2,153.1,14.9,16.6,89.8,11.7,13.5,86.5,2.96,4.23,70.0,0.14,0.03,0.11,0.70,2.96,0.56,0.14,2.11,Matches
1003,Andre Gray\Andre-Gray,jm JAM,FW,Watford,eng Premier League,28,1991,8.4,12.1,18.5,65.8,181.3,40.5,7.02,10.0,70.2,3.45,4.52,76.3,0.95,1.67,57.1,0.00,0.17,-0.17,0.95,0.83,0.71,0.12,1.07,Matches
1004,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,eng Premier League,23,1996,6.9,39.3,47.4,82.9,627.4,123.2,21.7,22.6,96.2,12.6,15.5,81.3,4.06,5.94,68.3,0.43,0.25,0.19,2.17,1.74,1.88,0.58,3.19,Matches
1005,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,eng Premier League,23,1995,35.9,33.9,42.8,79.1,645.0,178.9,13.8,15.8,87.6,14.5,16.8,86.7,4.65,7.94,58.6,0.17,0.19,-0.03,2.56,2.62,2.20,0.17,4.90,Matches
1006,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,17,2001,14.7,28.3,33.2,85.2,435.6,79.0,15.8,17.8,88.5,9.73,10.8,89.9,1.84,2.79,65.9,0.07,0.05,0.02,0.88,1.43,0.61,0.07,1.84,Matches
1007,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,25,1994,3.4,19.1,28.5,67.0,320.0,70.3,9.12,12.4,73.8,7.65,10.6,72.2,1.47,4.12,35.7,0.00,0.09,-0.09,1.76,1.18,0.88,0.00,2.65,Matches
1008,Michael Gregoritsch\Michael-Gregoritsch,at AUT,FW,Schalke 04,de Bundesliga,25,1994,9.2,15.3,23.2,66.2,207.4,51.7,9.35,11.8,78.9,4.67,8.04,58.1,0.43,1.09,40.0,0.11,0.09,0.02,0.98,1.41,0.54,0.00,1.41,Matches
1009,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,28,1991,9.3,35.9,48.4,74.2,683.5,198.0,14.2,16.3,86.8,17.0,20.1,84.5,4.09,9.89,41.3,0.00,0.06,-0.06,1.18,5.05,0.32,0.00,4.19,Matches
1010,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Barcelona,es La Liga,28,1991,28.3,33.0,40.5,81.5,507.9,88.3,19.0,21.7,87.5,9.82,11.6,84.8,2.79,3.71,75.2,0.14,0.13,0.01,1.17,1.80,1.10,0.21,2.33,Matches
1011,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MF,Hoffenheim,de Bundesliga,26,1993,0.2,55.0,65.0,84.6,1355.0,775.0,25.0,25.0,100.0,10.0,10.0,100.0,15.0,25.0,60.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
1012,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,26,1993,18.0,30.7,42.4,72.4,605.5,196.8,13.8,16.4,84.4,10.1,12.9,77.7,5.78,10.6,54.7,0.44,0.26,0.19,1.94,2.11,1.22,0.33,3.33,Matches
1013,Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,de Bundesliga,23,1995,26.8,58.8,66.2,88.8,1244.7,281.5,18.3,20.1,91.3,29.8,31.9,93.5,10.1,12.9,78.6,0.11,0.09,0.02,0.75,4.10,0.93,0.19,4.78,Matches
1014,Jérémy Grimm\Jeremy-Grimm,fr FRA,FW,Strasbourg,fr Ligue 1,32,1987,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1015,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,25.9,32.4,79.7,450.3,109.3,11.4,13.7,83.3,10.6,12.3,86.0,3.14,4.14,75.9,0.00,0.03,-0.03,0.71,1.43,0.71,0.14,2.86,Matches
1016,Christian Groß\Christian-Gross,de GER,DFMF,Werder Bremen,de Bundesliga,30,1989,9.7,42.4,47.5,89.2,887.6,226.9,12.0,12.5,95.9,23.6,26.2,90.2,6.49,8.25,78.8,0.00,0.01,-0.01,0.21,2.89,0.10,0.10,2.06,Matches
1017,Pascal Groß\Pascal-Gross,de GER,FWMF,Brighton,eng Premier League,28,1991,20.0,38.1,51.4,74.1,743.3,230.7,16.9,19.2,87.8,14.4,17.2,84.0,6.30,12.8,49.4,0.20,0.26,-0.06,3.10,2.80,1.90,0.55,4.70,Matches
1018,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,Augsburg,de Bundesliga,24,1995,9.8,26.0,31.5,82.5,591.5,168.9,7.76,8.88,87.4,10.8,11.9,90.6,7.04,9.39,75.0,0.10,0.02,0.08,0.31,2.76,0.10,0.00,3.16,Matches
1019,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,de Bundesliga,23,1996,26.8,32.9,40.9,80.6,635.7,153.0,13.4,15.9,84.5,14.0,17.0,82.0,5.04,6.31,79.9,0.04,0.02,0.01,0.49,3.62,0.45,0.04,3.84,Matches
1020,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35.0,16.9,30.1,56.1,616.8,437.1,2.46,2.46,100.0,6.26,6.46,96.9,8.03,21.0,38.2,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,Matches
1021,Andrés Guardado\Andres-Guardado,mx MEX,MF,Betis,es La Liga,32,1986,22.7,38.6,45.9,84.1,780.5,165.9,14.8,16.5,90.1,16.8,18.9,88.8,6.34,8.94,70.9,0.13,0.10,0.03,1.23,3.88,0.66,0.18,3.22,Matches
1022,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,28,1991,29.5,15.4,22.6,68.1,237.7,50.2,8.95,11.3,79.0,4.47,6.61,67.7,1.36,2.64,51.3,0.07,0.06,0.01,0.51,0.98,0.34,0.07,1.49,Matches
1023,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MFDF,Sevilla,es La Liga,27,1991,13.5,45.5,50.2,90.6,872.7,172.7,17.9,19.0,93.8,20.5,21.8,94.2,6.22,7.85,79.2,0.00,0.01,-0.01,0.15,2.81,0.22,0.07,1.56,Matches
1024,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,es La Liga,22,1996,14.1,25.7,33.9,75.9,429.1,99.4,13.8,16.2,85.2,8.94,11.8,75.9,2.62,4.33,60.7,0.14,0.11,0.03,1.28,2.06,2.13,0.21,3.40,Matches
1025,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,eng Premier League,20,1999,19.4,52.5,59.0,89.0,1036.3,282.0,20.1,21.7,92.4,23.4,25.2,92.8,8.25,9.95,82.9,0.05,0.06,-0.01,0.67,6.80,0.98,0.05,6.44,Matches
1026,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,de Bundesliga,25,1993,25.9,72.9,82.8,88.0,1147.8,418.5,40.1,43.1,93.1,25.4,28.2,90.0,5.56,8.42,66.1,0.08,0.12,-0.04,1.31,4.56,1.47,0.50,6.64,Matches
