 
,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
577,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,21-261,1999,0.2,45.0,50.0,90.0,860.0,15.0,15.0,15.0,100.0,25.0,25.0,100.0,5.00,10.0,50.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
578,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21-342,1999,22.9,21.4,32.5,65.8,441.8,149.1,9.08,11.8,76.8,7.07,9.83,72.0,4.54,8.69,52.3,0.17,0.20,-0.02,1.92,2.75,1.05,0.04,3.19,Matches
579,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,23-091,1998,7.7,47.7,57.8,82.5,934.3,331.9,14.5,16.2,89.6,26.8,29.2,91.6,5.84,10.8,54.2,0.00,0.00,0.00,0.00,2.21,0.13,0.00,2.47,Matches
580,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,23-121,1998,0.3,13.3,16.7,80.0,223.3,6.67,6.67,10.0,66.7,6.67,6.67,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
581,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,23-121,1998,2.2,20.0,25.5,78.6,244.1,27.3,13.6,14.5,93.8,4.55,6.82,66.7,0.45,1.82,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,Matches
582,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,23-121,1998,1.2,12.5,16.7,75.0,233.3,36.7,5.00,5.83,85.7,4.17,5.00,83.3,1.67,3.33,50.0,0.00,0.17,-0.17,0.83,0.83,1.67,0.00,2.50,Matches
583,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,26-096,1995,4.6,52.8,62.8,84.1,1086.1,204.8,18.5,20.0,92.4,26.5,28.5,93.1,7.61,13.3,57.4,0.00,0.04,-0.04,0.87,3.91,0.65,0.00,3.70,Matches
584,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30-355,1990,22.1,42.5,50.5,84.2,1010.0,404.8,8.87,10.4,85.6,23.3,25.1,92.8,10.0,14.2,70.4,0.00,0.00,0.00,0.09,2.90,0.23,0.09,3.53,Matches
585,Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,22-001,1999,13.0,33.0,44.3,74.5,535.3,190.6,15.8,17.8,88.8,14.2,19.3,73.7,2.00,5.00,40.0,0.00,0.02,-0.02,0.38,1.54,0.69,0.38,2.00,Matches
586,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,32-237,1988,4.8,52.7,60.0,87.8,976.0,308.1,21.9,24.2,90.5,23.5,25.4,92.6,6.25,8.13,76.9,0.00,0.02,-0.02,0.21,4.38,0.42,0.21,4.38,Matches
587,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32-352,1988,27.6,61.1,68.5,89.2,1396.0,435.8,15.2,16.2,94.2,31.9,33.7,94.5,13.6,17.6,77.2,0.00,0.02,-0.02,0.18,5.07,0.22,0.04,4.42,Matches
588,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,29-075,1992,10.0,33.3,44.2,75.3,575.5,159.8,15.4,19.2,80.2,12.9,16.6,77.7,3.90,6.00,65.0,0.00,0.03,-0.03,0.90,3.50,1.00,0.10,5.30,Matches
589,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28-355,1992,11.1,22.8,31.1,73.3,347.3,110.7,13.5,17.0,79.4,6.67,8.47,78.7,1.62,3.06,52.9,0.00,0.09,-0.09,1.08,2.07,1.26,0.27,3.15,Matches
590,Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22-237,1998,12.3,55.9,63.3,88.4,811.2,213.7,32.9,35.4,92.9,19.9,22.0,90.4,1.95,3.33,58.5,0.16,0.07,0.09,0.89,2.36,0.98,0.33,2.52,Matches
591,Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,23-038,1998,1.0,17.0,23.0,73.9,295.0,118.0,7.00,7.00,100.0,9.00,10.0,90.0,1.00,6.00,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
592,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,25-123,1996,11.8,56.0,65.2,86.0,1144.7,237.6,18.4,20.3,90.4,26.9,29.5,91.4,9.49,12.7,74.7,0.08,0.08,0.00,0.76,4.75,1.02,0.17,4.58,Matches
593,Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,20-022,2001,0.4,27.5,32.5,84.6,367.5,105.0,17.5,17.5,100.0,10.0,10.0,100.0,0.00,2.50,0.0,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,Matches
594,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,30-015,1991,33.9,48.6,58.9,82.5,848.3,268.4,24.1,26.5,91.0,19.1,22.6,84.6,4.84,7.85,61.7,0.06,0.06,0.00,0.68,3.69,1.03,0.27,4.81,Matches
595,Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,22-047,1999,11.3,38.2,51.0,75.0,788.1,290.1,14.5,17.0,85.4,17.0,21.7,78.4,6.37,10.5,60.5,0.09,0.09,0.00,0.62,3.10,0.80,0.27,3.54,Matches
596,Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20-305,2000,18.9,26.2,37.4,70.0,416.5,138.6,13.9,16.8,83.0,8.41,12.2,68.8,2.33,5.29,44.0,0.21,0.12,0.10,1.22,2.22,1.01,0.21,3.44,Matches
597,Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,20-007,2001,15.3,57.5,65.6,87.6,1150.8,404.9,19.5,21.2,92.0,30.5,33.1,92.1,7.06,10.3,68.4,0.00,0.02,-0.02,0.20,4.97,0.26,0.13,4.31,Matches
598,Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29-293,1991,29.7,70.1,79.2,88.5,1413.7,438.3,23.7,25.8,91.8,36.3,39.4,92.1,9.76,12.9,75.9,0.13,0.11,0.02,0.81,7.34,1.01,0.27,5.72,Matches
599,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,34-079,1987,14.0,34.8,41.4,84.0,714.2,326.1,11.1,12.3,90.1,18.9,20.3,93.0,4.71,8.21,57.4,0.00,0.00,0.00,0.07,1.57,0.00,0.00,1.86,Matches
600,Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,20-131,2000,0.8,35.0,43.8,80.0,710.0,163.8,13.8,15.0,91.7,15.0,18.8,80.0,6.25,7.50,83.3,0.00,0.00,0.00,1.25,1.25,3.75,0.00,6.25,Matches
601,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,37-198,1983,8.6,73.3,80.8,90.6,1594.2,550.1,19.3,20.1,96.0,42.0,43.8,95.8,11.5,16.0,71.7,0.12,0.02,0.09,0.23,3.26,0.35,0.00,3.60,Matches
602,Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,22-068,1999,1.2,20.8,32.5,64.1,367.5,133.3,7.50,10.8,69.2,9.17,13.3,68.8,2.50,4.17,60.0,0.00,0.08,-0.08,0.83,0.83,0.00,0.00,1.67,Matches
603,Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,19-332,2001,0.1,90.0,90.0,100.0,1350.0,590.0,40.0,40.0,100.0,50.0,50.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,0.00,0.00,20.0,Matches
604,Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,19-081,2002,7.1,42.0,53.2,78.8,1122.4,414.2,5.92,6.76,87.5,23.5,25.2,93.3,12.5,20.8,60.1,0.14,0.03,0.11,0.56,3.52,0.56,0.14,4.51,Matches
605,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30-269,1990,18.5,34.6,47.8,72.4,757.8,185.0,11.7,14.4,81.2,14.2,17.8,79.4,8.11,12.9,63.0,0.32,0.26,0.06,1.73,2.76,1.19,0.22,3.84,Matches
606,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30-208,1990,25.0,14.6,29.0,50.1,621.6,457.1,1.00,1.00,100.0,4.44,4.60,96.5,9.12,23.4,38.9,0.00,0.00,0.00,0.04,0.32,0.00,0.00,0.00,Matches
607,Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,it Serie A,31-153,1989,11.5,32.6,40.7,80.1,583.5,204.3,13.9,16.1,86.5,14.5,17.1,84.8,3.57,5.83,61.2,0.17,0.10,0.07,0.87,1.48,0.96,0.61,2.52,Matches
608,Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,31-153,1989,2.3,33.9,43.5,78.0,613.5,197.0,13.0,13.9,93.8,18.7,21.7,86.0,2.17,5.65,38.5,0.00,0.00,0.00,0.43,1.74,0.00,0.00,3.48,Matches
609,Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,21-110,2000,23.6,17.2,22.1,77.8,235.7,39.3,10.3,12.5,82.7,5.34,6.48,82.4,0.68,1.06,64.0,0.08,0.13,-0.05,1.40,1.02,0.55,0.00,1.27,Matches
610,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20-183,2000,16.6,68.4,77.1,88.8,1120.0,335.5,33.1,36.0,92.0,30.9,33.7,91.6,3.55,4.70,75.6,0.12,0.04,0.08,0.66,5.30,0.90,0.30,5.60,Matches
611,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,28-010,1993,15.0,40.7,52.2,77.9,727.2,280.9,17.7,19.7,90.2,18.8,22.1,84.9,3.53,8.47,41.7,0.07,0.04,0.03,0.47,2.80,0.60,0.27,2.87,Matches
612,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,22-308,1998,13.7,37.7,45.3,83.4,721.2,173.4,15.5,17.4,89.5,16.6,18.8,88.0,5.11,7.08,72.2,0.07,0.07,0.00,0.51,2.85,0.51,0.15,2.99,Matches
613,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,eng Premier League,23-080,1998,1.9,19.5,26.8,72.5,269.5,53.7,12.1,14.2,85.2,6.84,10.0,68.4,0.00,0.00,,0.53,0.16,0.37,1.58,0.53,1.58,0.00,1.58,Matches
614,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,eng Premier League,21-112,2000,0.4,40.0,47.5,84.2,960.0,397.5,7.50,7.50,100.0,25.0,27.5,90.9,7.50,12.5,60.0,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,Matches
615,Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25-349,1995,19.0,36.6,42.8,85.6,681.4,214.1,14.9,16.2,92.2,16.7,19.1,87.8,4.37,6.42,68.0,0.00,0.00,0.00,0.11,1.58,0.16,0.00,2.05,Matches
616,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,eng Premier League,30-363,1990,17.4,26.2,32.8,80.0,640.5,177.8,5.46,5.92,92.2,13.3,14.7,90.6,7.18,11.6,62.2,0.00,0.00,0.00,0.06,1.67,0.00,0.00,1.21,Matches
617,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,29-310,1991,21.2,48.0,63.3,75.7,943.7,271.9,20.3,24.1,84.3,18.9,23.2,81.3,7.69,12.4,62.0,0.52,0.43,0.09,3.40,5.57,3.49,0.42,7.50,Matches
618,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,34-060,1987,8.9,34.9,40.4,86.4,743.5,198.4,9.55,10.4,91.4,18.3,20.0,91.6,6.74,9.44,71.4,0.00,0.00,0.00,0.00,0.67,0.11,0.00,1.46,Matches
619,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,26-345,1994,31.8,42.3,58.1,72.8,933.8,325.9,14.5,17.7,81.9,18.1,22.7,79.5,9.31,15.9,58.5,0.25,0.31,-0.05,2.61,5.13,2.70,0.57,7.33,Matches
620,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,28-196,1992,0.3,30.0,40.0,75.0,610.0,50.0,10.0,13.3,75.0,13.3,13.3,100.0,6.67,10.0,66.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
621,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Lyon,fr Ligue 1,28-196,1992,15.1,48.6,58.1,83.7,863.0,339.5,22.5,24.5,91.9,20.9,24.0,87.0,4.64,7.68,60.3,0.07,0.09,-0.02,0.53,4.04,1.06,0.33,4.70,Matches
622,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,it Serie A,32-346,1988,22.1,40.2,53.1,75.7,757.7,352.6,16.3,18.6,87.6,19.0,23.8,79.9,4.43,9.14,48.5,0.00,0.04,-0.04,0.41,3.71,0.86,0.27,3.44,Matches
623,Thibault De Smet\Thibault-De-Smet,be BEL,DF,Reims,fr Ligue 1,22-333,1998,5.5,51.3,64.5,79.4,898.2,309.1,23.3,26.0,89.5,21.6,27.1,79.9,4.91,9.09,54.0,0.00,0.07,-0.07,0.91,2.91,0.73,0.18,4.55,Matches
624,Lucas Deaux\Lucas-Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,32-129,1988,19.2,41.2,51.8,79.5,898.9,247.6,13.7,16.5,83.2,16.8,19.2,87.5,9.79,13.9,70.7,0.05,0.05,0.01,0.83,2.76,0.63,0.26,3.44,Matches
625,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35-280,1985,21.5,41.0,55.3,74.2,716.8,342.0,21.7,23.9,90.7,14.8,19.2,77.0,4.14,9.72,42.6,0.05,0.08,-0.03,0.79,2.70,1.49,0.74,2.98,Matches
626,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29-321,1991,12.8,24.6,28.5,86.3,350.1,62.6,14.9,16.4,91.0,7.34,8.52,86.2,1.41,1.88,75.0,0.23,0.09,0.14,1.48,1.64,0.86,0.08,2.03,Matches
627,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,it Serie A,25-276,1995,4.0,31.8,41.3,77.0,635.0,141.3,13.0,15.0,86.7,13.0,15.0,86.7,5.00,8.75,57.1,0.00,0.10,-0.10,2.00,2.25,0.25,0.25,2.50,Matches
628,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,25-276,1995,3.9,29.0,33.8,85.6,535.9,122.8,13.6,14.4,94.6,11.0,12.8,86.0,4.36,5.90,73.9,0.00,0.05,-0.05,0.77,2.05,0.51,0.51,2.05,Matches
629,Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25-036,1996,6.8,36.6,51.3,71.3,640.7,188.1,16.8,21.8,77.0,15.9,20.0,79.4,3.24,6.32,51.2,0.74,0.32,0.41,2.65,2.21,1.76,0.74,3.82,Matches
630,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,30-321,1990,0.1,40.0,70.0,57.1,510.0,150.0,20.0,30.0,66.7,20.0,30.0,66.7,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
631,Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,29-041,1992,17.8,29.2,40.0,72.9,485.8,177.5,13.9,15.8,87.9,13.0,17.5,74.3,1.69,4.89,34.5,0.06,0.04,0.01,0.56,1.29,0.73,0.39,2.25,Matches
632,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,29-243,1991,12.9,48.4,57.9,83.5,924.4,206.9,20.2,22.8,88.4,20.2,22.6,89.0,6.82,10.3,66.2,0.08,0.02,0.06,0.31,3.88,0.47,0.08,3.33,Matches
633,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,eng Premier League,18-085,2003,0.4,12.5,17.5,71.4,112.5,0.00,10.0,15.0,66.7,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
634,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,DF,Lorient,fr Ligue 1,35-045,1986,10.1,39.3,51.5,76.3,633.5,257.2,21.5,24.8,86.8,14.3,18.7,76.2,3.07,6.73,45.6,0.10,0.16,-0.06,1.29,2.18,1.39,0.99,2.67,Matches
635,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,it Serie A,27-083,1994,2.9,37.9,49.3,76.9,761.7,216.2,14.5,18.6,77.8,16.2,17.6,92.2,6.21,11.4,54.5,0.00,0.00,0.00,0.00,1.72,0.00,0.00,1.38,Matches
636,Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,29-207,1991,24.7,20.5,32.5,63.1,349.6,97.3,10.7,14.4,74.6,6.40,10.6,60.3,2.63,4.90,53.7,0.36,0.23,0.14,2.11,1.38,1.66,1.01,2.55,Matches
637,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,eng Premier League,31-164,1989,2.9,71.0,80.3,88.4,1236.6,323.1,32.4,34.5,94.0,31.4,33.4,93.8,6.21,10.7,58.1,0.00,0.03,-0.03,0.69,5.17,0.34,0.00,5.17,Matches
638,Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,es La Liga,24-296,1996,1.0,19.0,30.0,63.3,270.0,22.0,13.0,19.0,68.4,6.00,9.00,66.7,0.00,1.00,0.0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,Matches
639,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,24-296,1996,7.5,13.9,19.5,71.2,176.8,40.4,8.93,11.5,77.9,2.80,4.53,61.8,0.80,1.33,60.0,0.00,0.09,-0.09,0.80,0.80,0.93,0.00,1.60,Matches
640,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,Barcelona,es La Liga,23-354,1997,16.9,43.0,52.0,82.6,676.5,149.5,24.5,27.3,89.8,14.8,17.8,83.1,2.90,4.44,65.3,0.12,0.24,-0.12,1.83,2.19,2.31,0.30,4.02,Matches
641,Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,23-060,1998,10.2,57.5,61.9,93.0,1141.7,327.1,17.7,19.0,93.3,33.2,34.1,97.4,6.18,7.84,78.8,0.10,0.01,0.09,0.10,1.86,0.00,0.00,1.96,Matches
642,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,27-305,1993,16.6,49.4,62.7,78.8,964.5,291.3,21.4,23.7,90.4,18.5,22.1,83.7,8.61,14.7,58.6,0.18,0.14,0.04,2.05,5.48,1.27,0.42,5.90,Matches
643,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,23-040,1998,14.2,9.23,16.3,56.7,157.1,52.3,4.30,6.27,68.5,3.73,6.76,55.2,0.92,1.69,54.2,0.42,0.20,0.22,0.77,1.13,0.99,0.21,2.18,Matches
644,Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,29-164,1991,16.6,63.9,71.1,89.9,1165.4,243.0,28.0,29.4,95.3,26.7,29.3,91.0,7.83,9.70,80.7,0.18,0.08,0.10,0.96,6.45,0.84,0.12,3.92,Matches
645,Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,25-310,1995,27.0,55.0,57.4,95.8,1148.6,346.6,16.0,16.7,95.6,29.6,30.2,97.8,9.11,9.93,91.8,0.00,0.00,0.00,0.00,2.44,0.00,0.00,2.52,Matches
646,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,26-019,1995,25.9,36.4,41.6,87.4,680.9,151.3,14.7,16.3,90.7,15.7,17.6,89.1,4.98,6.06,82.2,0.00,0.03,-0.03,0.62,1.97,0.23,0.08,2.08,Matches
647,Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,20-155,2000,5.8,14.0,19.5,71.7,224.0,32.6,8.10,10.3,78.3,4.14,6.03,68.6,1.03,1.90,54.5,0.17,0.10,0.07,0.69,0.86,0.52,0.00,1.21,Matches
648,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,de Bundesliga,23-170,1997,5.3,18.5,26.0,71.0,263.4,38.5,11.3,14.3,78.9,4.72,7.17,65.8,1.32,1.32,100.0,0.19,0.23,-0.04,0.75,0.75,0.57,0.38,0.57,Matches
649,Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,27-362,1993,1.3,49.2,60.8,81.0,1109.2,381.5,13.1,16.9,77.3,26.9,27.7,97.2,9.23,12.3,75.0,0.00,0.00,0.00,0.00,5.38,0.77,0.00,6.15,Matches
650,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,it Serie A,24-010,1997,11.1,22.4,31.3,71.8,428.2,231.3,9.01,10.3,87.7,10.2,12.9,79.0,3.06,6.49,47.2,0.00,0.02,-0.02,0.45,1.35,1.08,0.36,2.79,Matches
651,Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,it Serie A,24-010,1997,0.9,10.0,16.7,60.0,151.1,80.0,6.67,8.89,75.0,1.11,3.33,33.3,1.11,1.11,100.0,0.00,0.11,-0.11,1.11,1.11,0.00,0.00,2.22,Matches
652,Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,it Serie A,24-010,1997,2.1,41.0,49.0,83.5,593.3,260.0,28.1,31.0,90.8,11.0,13.3,82.1,1.43,3.33,42.9,0.00,0.05,-0.05,0.95,2.38,0.48,0.00,5.71,Matches
653,Memphis Depay\Memphis-Depay,nl NED,FW,Lyon,fr Ligue 1,27-080,1994,30.5,28.0,39.6,70.8,478.6,160.5,15.0,18.6,81.1,7.67,10.3,74.5,3.97,7.70,51.5,0.33,0.42,-0.10,2.85,2.39,1.84,0.39,3.57,Matches
654,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,de Bundesliga,28-201,1992,15.0,48.0,55.1,87.1,1162.3,318.3,9.47,10.5,90.4,27.2,29.1,93.6,11.0,15.0,73.3,0.00,0.01,-0.01,0.20,1.67,0.20,0.00,2.00,Matches
655,Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,29-109,1992,1.1,31.8,35.5,89.7,731.8,145.5,7.27,7.27,100.0,16.4,19.1,85.7,8.18,8.18,100.0,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.91,Matches
656,Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,24-174,1996,0.1,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
657,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,20-182,2000,18.7,56.1,62.8,89.3,777.6,204.5,35.0,37.6,93.0,17.7,19.3,91.7,1.55,2.35,65.9,0.05,0.13,-0.08,1.12,2.30,1.23,0.27,2.99,Matches
658,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,30-045,1991,16.6,11.0,15.5,70.9,160.0,29.0,6.99,8.80,79.5,2.17,3.86,56.3,1.14,1.69,67.9,0.06,0.04,0.02,0.42,0.72,0.30,0.06,0.90,Matches
659,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,27-052,1994,6.6,25.6,37.4,68.4,381.2,98.0,15.2,18.6,81.3,7.73,11.1,69.9,1.67,4.24,39.3,0.15,0.17,-0.02,1.06,1.36,1.82,0.15,2.88,Matches
660,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29-361,1991,9.6,15.8,31.8,49.8,322.2,105.0,7.29,13.2,55.1,5.21,10.1,51.5,2.81,6.04,46.6,0.21,0.11,0.09,0.52,2.50,0.63,0.21,2.19,Matches
661,Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,29-083,1992,0.9,35.6,47.8,74.4,533.3,76.7,16.7,18.9,88.2,13.3,16.7,80.0,2.22,7.78,28.6,0.00,0.22,-0.22,1.11,1.11,1.11,0.00,2.22,Matches
662,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,32-226,1988,5.6,17.3,28.0,61.8,211.3,19.6,12.5,17.1,72.9,4.29,8.39,51.1,0.18,0.54,33.3,0.00,0.02,-0.02,0.71,0.71,0.36,0.00,0.71,Matches
663,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,32-226,1988,5.3,14.9,19.2,77.5,231.9,22.5,7.74,9.25,83.7,4.91,6.42,76.5,1.32,1.70,77.8,0.00,0.00,0.00,0.00,0.57,0.57,0.19,0.75,Matches
664,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,27-273,1993,32.0,62.3,71.4,87.3,1099.4,420.6,28.4,30.5,93.1,26.8,29.7,90.3,6.19,8.69,71.2,0.16,0.13,0.02,1.34,6.53,1.69,0.38,7.53,Matches
665,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,33-079,1988,18.2,41.9,57.6,72.7,761.4,262.4,20.5,23.5,87.4,14.3,19.3,74.1,6.10,11.4,53.4,0.49,0.48,0.02,3.13,4.29,3.30,0.71,5.77,Matches
666,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21-290,1999,0.2,25.0,45.0,55.6,405.0,250.0,10.0,15.0,66.7,15.0,25.0,60.0,0.00,5.00,0.0,0.00,0.00,0.00,5.00,5.00,0.00,0.00,5.00,Matches
667,Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,MFFW,Benevento,it Serie A,19-288,2001,2.1,16.7,23.8,70.0,219.0,87.6,11.0,13.3,82.1,4.29,6.67,64.3,0.48,1.43,33.3,0.00,0.00,0.00,0.48,0.48,1.43,0.00,3.81,Matches
668,Boulaye Dia\Boulaye-Dia,sn SEN,FWMF,Reims,fr Ligue 1,24-169,1996,29.8,15.0,18.8,79.8,232.2,36.4,8.26,9.83,84.0,4.66,5.50,84.8,1.31,1.64,79.6,0.03,0.06,-0.02,1.01,0.70,0.50,0.03,0.91,Matches
669,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,es La Liga,29-348,1991,0.2,25.0,50.0,50.0,345.0,55.0,20.0,25.0,80.0,5.00,10.0,50.0,0.00,10.0,0.0,0.00,0.50,-0.50,5.00,0.00,0.00,0.00,0.00,Matches
